1235.22,1048.04
7828.69,1021.77
7685.08,1016.98
8002.72,1010.69
8127.82,1043.17
13993.3,926.635
13602.9,896.353
1836.97,1039.44
1773.54,1080.17
1900.41,1044.67
1835.94,1082.25
1900.52,10847.1
2035.69,10806.8
2025.29,10769.6
1883.88,10782
1936.91,10771.7
8293.1,10789.8
8284.83,10803.2
8686.5,11058.4
8552.3,11056.3
2169.68,1202.32
2245.57,1192.92
2548.01,1235.73
2476.3,1264.96
2633.22,1307.76
2349.51,1264.96
12316.1,1292.05
12100.1,1262.82
12281.1,1269.09
12105.3,1264.91
12312,1289.96
11959.2,1260.74
18516.7,1275.32
18486,1288.89
8997.38,1711.62
9106.77,1771.1
2595.82,1764.88
8152.7,1562.41
8137.5,1520.67
2076.12,1386.05
2038.7,1397.53
2231.02,1405.88
2081.32,1417.36
2201.91,1391.26
1955.52,1338.03
1939.92,1208.58
1623.78,1140.72
1657.06,1090.61
8384.16,1215.86
8397.61,1476.82
8410.01,1475.77
8269.58,1450.73
8370.77,1373.49
1495.84,1308.8
1598.82,1308.8
1625.86,1288.97
1557.22,1308.8
1591.54,1288.97
1335.64,1264.96
1257.61,1202.32
1065.11,1143.86
1121.3,1161.6
1543.79,11226.4
11238.4,11269.1
11453.5,11298
17852,11287.2
18105.5,11173.6
17940,11143.6
18094.3,11150.8
11721.7,11145.1
12071.2,1270.13
7985.24,1280.6
7932.68,1280.6
2046.75,1260.78
1841.9,1266
1894.94,1128.19
1999.96,1298.36
2138.32,7033.41
1986.52,7027.55
7037.58,1270.16
6713.21,1139.66
8268.81,937.091
7691.06,905.765
7872.9,886.968
7720,783.579
6128.79,794.032
6435.89,835.806
1350.2,850.437
1509.36,841.038
1394.94,875.501
1815.14,1009.16
1820.34,984.104
1803.7,984.104
1791.22,979.927
1744.42,950.689
2191.51,966.352
2013.74,959.042
18308.6,992.399
18431.2,1071.75
18402.4,1192.85
18918.1,1244
22922.8,1308.72
23131.9,1351.52
18294.7,1421.46
12821.5,1526.89
12699.2,1507.06
2569.99,11369.7
7555.12,11322
7208.09,11228
2452.55,11226.2
2354.85,11211.7
2442.16,11216.9
8867.15,11202
18539.3,11222.9
18527,11233.3
18413.7,1359.87
23306.4,1354.64
16887.3,1473.65
12546.1,1497.67
12465,1734.55
12479.4,1712.64
12291.2,1622.9
2418.9,1497.73
1957.33,1295.23
1548.89,1243.04
1669.54,1255.56
1543.69,1241.99
8158.04,1263.88
8028.4,6919.17
13854.2,6838.09
28478.9,6796.5
28903.8,1269.03
16915.2,1284.73
17082.1,1289.95
12096.9,1283.7
12036.9,1199.14
11943.2,1110.4
11854.8,1127.11
11937.1,1110.4
1817.7,1096.87
1902.98,1131.33
1463.31,1205.45
8158.34,1114.59
12894.6,1129.2
12891,1109.36
19745.2,1259.66
14437.3,11141.8
8148.55,11171.2
7945.05,11142.3
7922.86,17568.8
7821.6,17506.3
8106.73,17520.6
8313.6,17328.8
11679.3,17323.3
11545.5,17299.7
22018.4,7478.98
21914.6,7458.24
28451.6,7478.68
22476.5,868.13
18032.9,1045.65
17883.8,1016.41
27564.8,1001.76
30733.5,854.525
20843.9,742.812
20935.5,738.635
21057.6,783.542
21145.1,788.764
21187.8,810.694
21537.3,791.896
21503.1,6404.11
16470.8,6384.67
7122.93,6507.07
13586.3,9807.72
9018.71,16568.5
8438.21,16508.8
8620.17,7782.04
2113.63,7783.41
6968.97,7677.5
6812.75,7676.47
7816.9,7741.75
7699.87,7773.89
7876.82,7809.13
2282.08,11086.7
13655.3,11096.4
13853.1,11084
20640.6,11092.8
22194,11099.8
22822.8,11267.1
22877.7,11249.5
22769.9,11254.7
32405.6,11254
19275.6,11138.2
19338.8,1223.13
18956.2,1213.73
28544.7,1447.49
28409.2,16701.4
33178.5,16676
33070.3,16674.5
37903.4,7998.46
33046.5,8003.79
25289.1,7781.36
18552.3,7803.49
33768.3,7740.66
33624.6,7743.77
24265.1,13241.1
21368.7,6536.33
21068,6544.12
21193.9,1001.78
21022.9,993.432
25835.3,997.597
25833,991.332
25713.7,990.288
21231.5,989.255
27616.4,991.321
24575.9,1047.71
15185,1152.15
15052.8,1143.8
19936.1,11059.8
19817.7,26197.2
22911,26090.2
18007.4,26081
17937.2,17526.7
22501.1,17514
22297.7,17510.9
23151.9,17517
23188.1,17527.3
16657.5,7518.55
11168,7484.51
17957.3,1011.19
8285.06,1088.49
8402.77,1108.33
9008.01,1120.86
18727.3,10903
12359.2,10992.3
16931.4,11008.6
17066.6,10995.1
21681.1,16464.3
26661.8,16446.8
21809.1,16441.3
21498.5,10919.3
21869.9,25904.8
28231.6,25893.4
18925,17578.8
25403.2,17520.6
25556.1,7696.09
34813.1,7672.76
40176.7,7541.9
48210.1,7655.43
36985.6,7786.39
27520.6,17606.9
22796.4,17606.1
22469.3,11049.4
28900,11055.1
28320.9,11032.3
28272.1,11048.8
25391.3,11154.3
37822.2,11271.3
28396.7,11292.6
15781.5,11365.4
20414.9,1411.69
7309.49,1361.58
7258.23,1339.59
2852.72,9987.66
2717.45,16543.5
2877.63,16576.9
2602,7935.67
2765.02,7958.44
2674.5,7936.65
8270.02,8175.83
14564.9,13788.7
14680.3,13790.8
18829.9,23565.8
23677.6,18122.4
32993.6,11425.3
26508.4,11335.8
28165.6,11286
42117.7,11217.9
42094.4,11157.9
37324.6,11029
37141.6,10902.9
38361.1,20736.8
35368,20732
35261.4,20752.3
34146.5,11095.6
34238.2,11063.6
36633.3,29431.6
27043.9,35925.1
26684.3,35768.2
14366.1,27247.5
23855.6,17443.3
23987.2,17461.7
23976.8,17449.3
29458.9,17469.4
29409,17463.1
24275.2,7643.68
24515.9,7687.15
22819,1251.31
16841.2,8057.5
23353.9,8072.65
13380.4,7755.9
13352.2,7718.51
8240.34,7699.11
8192.52,7713.75
1794.98,7730.16
9730.65,7750.13
9941.8,7746.55
1788.46,7644.78
11839.5,1080.11
11912.2,6646.04
11706.6,21866.4
21972.5,16343.7
32869.8,16254.8
39342.7,7495.86
39347.7,17306.2
44097.3,17316.6
43880.4,17303
27884.1,17308.6
26354.8,17180.5
26827.1,17461.3
41681.5,11963.6
35426.1,11658.3
21436.4,10938.1
11490,20747.9
2626.81,21218.9
2634.55,21222.6
6377.22,20788.1
6146.26,20656.2
12797.9,20628.6
8029.42,20607.4
8073.24,20603.2
7946.75,20588.8
7949.59,10755
16130,11109.6
16333.8,1700.58
8456.59,8196.57
8867.72,8412.79
8845.71,8403.22
9005.2,8422.66
8875.01,8396.54
13712.3,17025.3
8098.47,17506.7
7962.38,8998.65
11849.1,8227.72
17881.4,1428.39
17700.4,1228.93
18115.7,1362.35
18098.1,1349.68
21600.8,1631.22
21620.8,1669.68
26497,1762.36
26348.7,1504.58
16961.7,1577.55
16889,1305.11
16476.6,983.561
15761.6,1033.56
15380.8,999.016
4924.53,728.583
9713.68,800.505
11005.6,625.011
20237.2,765.848
20108.3,7237.19
19219.6,7327.06
19688.2,7312.21
19270.8,14120.8
12448.1,13962.5
10516.9,14101.1
9616.87,14020.5
9385.33,13761.9
-261.701,7348.61
-927.377,7192.87
4116.72,7293.02
3814.08,10309.1
4027.67,10462.7
-1050.82,10208.6
-975.806,10270.5
-995.816,10177.2
-415.964,10535.4
5874,10385.9
5836.34,10429
5848.27,10501.1
5486.58,10134.2
5556.64,396.603
-1023.12,280.685
-703.924,435.16
-1086.08,240.943
-442.921,427.806
-706.428,516.531
-722.677,390.23
-749.257,547.869
624.404,1186.47
3831.52,664.814
3776.91,519.799
-932.782,759.908
-1326.71,7019.58
-1456.73,16867.6
-1801.96,16583.6
-1802.12,16682.9
-1699.37,16740.2
-2008.08,16611
-2104.75,16534
4671.66,10159
4586.72,10184.9
4754.58,10343.9
4707.04,662.184
461.593,885.674
-1740.59,729.404
-1994.74,885.061
-49.9663,2048.74
2324.47,3825.99
2002.92,3655.6
1472.33,3270.84
655.775,2599.64
774.205,2747.75
-1213.18,1564.62
-2413.42,894.496
-2559.13,766.521
2350.24,1085.95
2467.05,1178.05
-1228.55,1660
-2351.41,1029.67
-1268.32,2143.1
-888.967,2596.32
-2101.56,1586
-2237.6,1351.58
-3283.17,778.224
-3384.04,732.442
-3261.57,726.301
-3537.89,689.922
-2546.44,1246.85
-3670.83,599.454
-3594.95,614.206
-3433.89,752.032
-3591.62,662.506
-2927.05,1146.49
-3936.09,540.83
-4708.94,229.107
-4985.16,10.1849
-4795.61,139.789
-5133.09,-3.99163
-4679.46,345.762
-5150.92,6.90913
-5031.92,-63.807
-4950.33,223.387
-4975.76,-87.2931
-4901.39,145.666
-4884.15,47.8656
-4316.31,175.437
-4520.26,-109.12
2230.32,-189.205
1191.86,-315.17
1375.05,-293.974
1307.5,-173.629
-5163.58,-236.915
-5275.93,-201.085
-5196.02,-208.035
-5264.66,-69.9294
-5296.9,-74.775
-5251.17,16.3771
-5014.29,174.291
-4837.68,194.504
-4762.82,192.821
-4761.66,203.663
-4803.02,115.42
-4891.07,301.513
-4884.6,227.898
-5006.84,-92.9501
-4963.95,-79.971
-5018.62,-119.149
-4787.78,-147.885
-5065.55,-133.834
-4664.43,492.46
-4608.94,782.78
-4602.18,831.232
-4577.77,742.101
-4831.37,728.031
-4693.76,699.376
-5035.5,599.842
-5010.9,520.118
-5224.95,510.256
-5355.94,318.979
-6106.81,-441.917
-6303.1,-533.058
-6308.26,-565.765
-6216.81,-476.367
-6006.94,-452.709
-6233.24,-329.921
-5917.4,1355.48
-6109.36,596.545
-6055.19,-318.374
-5911.7,-286.344
-6133.66,-357.594
-6194.67,-447.624
-6222.41,-460.436
-6277.13,-662.121
-6253.94,-693.707
-6344.94,-702.326
-6273.92,-686.934
-6407.44,-691.364
-6336.36,-695.788
-6513.44,-720.034
-6212.85,-591.911
-6378.42,-606.75
-6284.4,-622.626
-6462.37,-643.712
-6591.53,-716.97
-6572.17,-777.702
-5875,-755.982
-5693.77,-789.566
-6547.15,-803.312
-6484.08,-823.315
-6763.59,-815.131
-7046.25,-1092.94
-7367.37,-1156.77
-7585.67,-1225.82
-6884.61,-383.752
-6495.37,-153.367
-6683.3,-148.28
-6658.4,-170.302
-6781.92,-272.631
-7263.67,-350.967
-7096.38,-333.332
-7291.49,-350.111
-7149.07,-341.85
-7158.23,-365.917
-6902.62,-350.339
-7030.07,-378.563
-7444.1,-357.753
-7318.13,-251.411
-7169.31,-11.5949
-6991.42,749.282
-7085.49,282.351
-6940.78,280.245
-7294.3,157.222
-7243.98,95.7062
-7389.83,99.8808
-7285.45,82.1678
-7168.6,97.825
-7062.11,66.574
-7092.59,87.4601
-7805.14,-792.778
-7808.56,-780.201
-7610.73,-798.054
-7336.06,-600.966
-6359.15,227.964
-6490.23,232.042
-7414.04,-650.262
-7480.82,-803.708
-7742.75,-835.08
-7621.57,-832.014
-7901.13,-980.248
-7974.06,-1059.61
-8052.16,-1074.27
-8041.96,-1068.05
-8271.65,-1171.41
-8079.65,-1197.53
-7674.84,-579.835
-7389.51,-543.346
-7545.26,-549.618
-7329.46,-537.109
-7569.21,-576.749
-7625.26,-875.118
-7859.83,-947.104
-7882.61,-935.609
-8136.9,-949.15
-8015.32,-949.122
-8155.35,-1075.35
-7944.44,-996.004
-8082.34,-971.957
-8167.27,-1240.11
-8134.85,-1114.81
-7534.68,-662.966
-7733.65,-750.525
-7699.11,-760.883
-7915.7,-796.273
-8174.81,2965.1
-8078.93,2950.62
-8247.74,2948.64
-3901.51,2931
-3955.8,2931.12
-4027.79,-965.744
-4100.7,-969.795
-8485.23,-1261.84
-8762.98,-1350.43
-8307.59,-1259.48
-8459.61,-1221.76
-8543.08,-1309.28
-8603.69,-1350.87
-8911.44,-1458.22
-9022.91,-1662.66
-9276.68,-1693.81
-9146.06,-1691.53
-9666.87,-1765.48
-5280.11,2155.51
-5301.92,2160.91
-5333.03,2164.24
-5365.17,2157.13
-9688.47,2163.62
-9461.02,-1596.12
-9483.95,-1634.52
-9476.73,-1635.33
-9155.78,-1305.24
-9433.74,-1373.35
-9445.65,-1452.11
-4241,-1455.73
-1664.21,2087.01
-1275.42,2154.09
-1310.64,2187.81
3179.18,-1283.33
-4612.32,-1279.59
-4708.33,2636.77
-4552.4,2704.87
-8782.56,2801.13
-8768.37,2782.72
-8801.96,-1149.3
-8931.02,-1232.18
-9128.6,-1312.97
-8847.52,-1309.24
-9074.13,-1280.45
-8943.57,-1274.61
-9015.46,-1256.26
-8863.04,2257.8
-4606.55,2260.26
-1960.65,2248.13
3139.37,-1276.75
8033.29,-857.773
3766.26,-710.054
1343.38,3325.49
-4157.43,3197.81
-8611.29,3075.3
-8643.61,3020.47
-8453.9,-922.713
-8492.42,-915.806
-8521.58,-934.976
-4771.37,-925.994
-2053.03,-839.815
2137.55,2703.87
2112.93,2514.65
-4436.19,2489.08
-4130.82,2661.47
-6455.87,-1395.73
-6409.23,-1415.03
-6495.33,-1401.79
2702.31,-1553.47
5226.33,2584.21
5116.97,2600.32
5176.16,2645.61
-4566.87,2669.09
-9076.89,2694.61
-9279.15,-1251.66
-9086.89,-1240.5
-4987.58,-1259.61
-837.662,2400.91
1890.32,2433.71
1731.51,2455.06
-2439.31,2430.58
-9191.4,-1211.07
-6775.91,-1283.39
-6604.7,-1275.35
-6852.57,-1313.23
-6646.08,-1268.67
-5065.84,2592.42
142.916,2606.65
78.354,2586.53
4688.69,2626.82
4560,5479.98
9129.02,1872.72
3720.52,1802.59
-1518.61,5344.82
-9718.11,2305.05
-3634.02,2124.35
-3810.72,-1464.04
-3868.08,-1444.42
-6458.3,-1241.14
-10393.8,-1231.95
-7860.6,-1265.57
-7638.65,-1252.22
-3469.82,-1269.16
-3126.02,-1252.69
-1610.92,2653.1
-1114.06,2851.78
3802.43,2789.9
-323.762,2806.24
4333.35,2818.34
-35.8539,2351.01
109.67,5388.57
-4963.74,5436.06
-6957.17,8450.48
-4577.11,4853.24
-637.298,4792.32
-3369.26,1790.88
-5826.16,-1214.24
-7163.09,-1212.43
-7178.15,-1183.51
-6784.51,-1055.48
-2703.54,-1048.5
-737.394,-1238.68
-637.683,2612.65
-807.331,2512.15
-741.907,2512.75
-5110.84,2514.41
3081.48,5970.68
2903.32,1995.56
3442.54,1981.55
3223.99,-1543.94
2929.07,3001.57
-2275.04,2958.35
-178.119,3088.11
-2544.81,3116.79
-2652.58,1407.5
1611.31,1410.12
-2543.22,1397.13
-2601.22,4387.4
-2550.68,1370.08
-6589.28,1378.98
